match_id,patch,player,rank,champion,role,win,duration_min,first_tower,first_dragon,first_baron,first_riftherald,dragon_kills,baron_kills,tower_kills,inhibitor_kills,dragon_adv,baron_adv,tower_adv,kills,deaths,assists,kda,damage,gold,cs,vision_score
TR1_1682983103,16.02,u88,GrandMaster,Malzahar,MIDDLE,0,15.266666666666667,0,0,0,0,0,0,0,0,-2,0,-3,0,7,0,0.0,9404,4453,112,8
TR1_1682815270,16.02,u88,GrandMaster,Xerath,MIDDLE,1,23.75,1,1,1,1,2,1,9,1,2,1,8,12,5,8,4.0,27261,11673,181,17
TR1_1682352246,16.02,u88,GrandMaster,Sejuani,JUNGLE,1,41.61666666666667,0,1,1,0,6,2,12,3,6,2,7,4,5,20,4.8,26139,17861,288,44
TR1_1682051294,16.02,u88,GrandMaster,Sejuani,JUNGLE,0,34.416666666666664,0,0,0,0,2,0,3,0,0,-1,-7,3,11,12,1.3636363636363635,19177,13186,214,34
TR1_1682038800,16.02,u88,GrandMaster,Mel,MIDDLE,0,23.6,1,0,0,0,0,0,2,0,-2,0,-5,4,6,0,0.6666666666666666,13595,9268,182,20
TR1_1681887238,16.02,u88,GrandMaster,Sejuani,JUNGLE,1,34.233333333333334,1,0,1,1,1,1,9,1,-2,0,5,9,4,20,7.25,22415,16198,255,37
TR1_1681867347,16.02,u88,GrandMaster,Malzahar,TOP,1,25.3,1,0,1,1,0,1,11,4,-2,1,9,8,8,11,2.375,28643,12199,225,25
TR1_1681851489,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,24.9,1,1,1,0,2,1,8,1,2,1,4,6,5,7,2.6,18629,12233,222,9
TR1_1681836503,16.02,u88,GrandMaster,Mel,MIDDLE,1,27.816666666666666,0,1,1,0,3,1,8,1,3,1,5,10,5,4,2.8,31435,13888,247,23
TR1_1681825047,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,16.033333333333335,1,1,0,0,2,0,8,1,2,0,8,1,0,2,3.0,4947,6994,173,9
TR1_1681801210,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,38.43333333333333,0,1,0,1,2,1,7,1,-1,0,-2,13,10,8,2.1,35351,18432,294,27
TR1_1681586855,16.02,u88,GrandMaster,Xerath,MIDDLE,1,39.78333333333333,1,1,1,0,4,3,11,5,3,3,7,9,4,19,7.0,37323,17558,293,27
TR1_1681241449,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,36.38333333333333,0,0,1,0,1,1,7,2,-3,0,-1,14,5,20,6.8,43671,19619,348,23
TR1_1681137167,16.02,u88,GrandMaster,Diana,MIDDLE,0,28.666666666666668,0,0,0,0,1,0,5,0,-1,-1,-3,5,8,7,1.5,27037,13550,220,15
TR1_1681111562,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,30.05,0,0,1,0,3,2,8,1,2,2,5,4,2,12,8.0,37144,13195,272,35
TR1_1681093269,16.02,u88,GrandMaster,Xerath,MIDDLE,1,32.31666666666667,0,1,1,0,2,1,7,1,0,1,1,6,9,21,3.0,28433,13681,243,21
TR1_1681078128,16.02,u88,GrandMaster,Malzahar,MIDDLE,0,32.7,1,0,0,1,2,0,4,0,-1,-2,-7,5,7,15,2.857142857142857,38278,14670,301,30
TR1_1681061659,16.02,u88,GrandMaster,Malzahar,MIDDLE,1,30.65,1,0,1,1,3,1,10,3,2,1,7,10,5,10,4.0,36432,15542,273,19
TR1_1681050970,16.02,u88,GrandMaster,Orianna,MIDDLE,0,21.866666666666667,0,1,0,0,1,0,2,0,-1,0,-9,3,5,0,0.6,15324,8343,181,15
TR1_1681034749,16.02,u88,GrandMaster,Malzahar,MIDDLE,0,29.95,1,1,0,0,2,0,4,0,1,0,-6,5,12,12,1.4166666666666667,40521,14334,247,20
TR1_1680950702,16.02,u88,GrandMaster,Diana,JUNGLE,1,22.733333333333334,1,1,1,1,2,1,7,1,2,1,6,18,3,6,8.0,25613,14637,195,19
TR1_1680818297,16.01,u88,GrandMaster,Malzahar,MIDDLE,0,26.116666666666667,0,0,0,0,0,0,2,0,-4,0,-6,2,8,8,1.25,24523,9676,220,22
TR1_1680800814,16.01,u88,GrandMaster,LeeSin,JUNGLE,0,33.56666666666667,0,0,1,0,2,1,5,1,0,0,-2,11,5,13,4.8,35583,16682,239,40
TR1_1680758484,16.01,u88,GrandMaster,Xerath,MIDDLE,1,35.85,1,0,0,0,3,0,9,2,1,-2,3,8,10,6,1.4,23591,13991,225,33
TR1_1680574610,16.01,u88,GrandMaster,Mel,MIDDLE,1,23.183333333333334,1,1,1,0,2,1,11,3,2,1,10,10,1,7,17.0,24554,13114,251,14
TR1_1680564955,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,25.183333333333334,1,1,1,1,3,1,10,3,3,1,10,6,2,4,5.0,22285,12045,219,16
TR1_1680556883,16.01,u88,GrandMaster,Mel,MIDDLE,1,25.283333333333335,1,0,1,1,3,1,10,2,2,1,8,3,3,8,3.6666666666666665,17446,10461,234,26
TR1_1680340285,16.01,u88,GrandMaster,Malzahar,MIDDLE,0,25.566666666666666,0,0,0,0,0,0,4,0,-2,-1,-3,3,5,5,1.6,22119,11304,233,14
TR1_1680329616,16.01,u88,GrandMaster,Xerath,MIDDLE,1,19.333333333333332,1,1,0,1,1,0,4,0,1,0,2,3,5,4,1.4,10166,7458,162,15
TR1_1680324467,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,15.45,1,1,0,0,2,0,2,0,2,0,2,2,1,9,11.0,9916,7437,150,12
TR1_1680313180,16.01,u88,GrandMaster,Mel,MIDDLE,0,33.86666666666667,1,1,1,1,3,1,6,1,2,0,-2,4,5,6,2.0,30927,13835,312,32
TR1_1680109707,16.01,u88,GrandMaster,Xerath,UTILITY,1,27.083333333333332,1,0,1,1,3,1,9,2,2,1,6,6,6,15,3.5,17714,10707,69,51
TR1_1680094666,16.01,u88,GrandMaster,Xerath,MIDDLE,1,23.483333333333334,1,1,0,1,3,0,10,1,3,0,10,4,2,7,5.5,15954,9581,188,16
TR1_1680063994,16.01,u88,GrandMaster,Xerath,MIDDLE,0,29.883333333333333,1,1,0,1,2,0,5,0,0,-1,-5,7,6,7,2.3333333333333335,32705,11703,206,20
TR1_1680041567,16.01,u88,GrandMaster,Mel,MIDDLE,1,24.766666666666666,0,0,0,1,1,0,7,1,-1,0,4,6,7,3,1.2857142857142858,18540,9642,209,14
TR1_1680028357,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,24.05,1,1,0,1,3,0,8,1,3,0,7,10,2,6,8.0,20826,12018,222,17
TR1_1680022343,16.01,u88,GrandMaster,Xerath,MIDDLE,0,5.6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2.0,1664,2520,45,0
TR1_1679881902,16.01,u88,GrandMaster,Xerath,MIDDLE,0,28.683333333333334,0,0,0,0,1,0,1,0,-2,-1,-10,5,2,1,3.0,35057,11372,260,18
TR1_1679883028,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,15.9,1,1,0,1,2,0,3,0,2,0,3,2,1,0,2.0,12751,7058,162,10
TR1_1679872608,16.01,u88,GrandMaster,Irelia,MIDDLE,1,36.7,1,1,0,1,5,0,13,3,5,-2,9,11,9,8,2.111111111111111,32798,16253,270,24
TR1_1679871032,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,30.15,0,0,0,1,1,0,4,0,-2,0,-1,4,5,9,2.6,23946,12392,268,29
TR1_1679868166,16.01,u88,GrandMaster,Cassiopeia,TOP,1,41.45,1,1,1,1,4,3,11,5,3,3,10,5,7,16,3.0,25600,16818,280,24
TR1_1679827116,16.01,u88,GrandMaster,Xerath,MIDDLE,1,31.25,0,1,1,0,3,2,9,1,2,2,2,6,2,15,10.5,33693,14535,311,13
TR1_1679815787,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,26.266666666666666,0,1,1,0,2,1,9,1,1,1,6,11,1,14,25.0,40480,14959,255,34
TR1_1679785225,16.01,u88,GrandMaster,Ziggs,BOTTOM,0,28.866666666666667,1,1,0,0,1,0,4,0,-2,-2,-5,3,8,9,1.5,29139,12835,249,16
TR1_1679760363,16.01,u88,GrandMaster,LeeSin,JUNGLE,0,28.666666666666668,1,1,0,0,2,0,4,0,0,-1,-4,5,8,10,1.875,18261,10677,169,32
TR1_1679733529,16.01,u88,GrandMaster,Mel,MIDDLE,1,26.283333333333335,1,1,1,0,3,1,10,1,3,1,10,7,6,2,1.5,23249,11943,197,13
TR1_1679707816,16.01,u88,GrandMaster,Malzahar,MIDDLE,0,43.21666666666667,0,1,1,0,2,1,6,1,-2,-1,-4,11,12,11,1.8333333333333333,49361,19128,307,21
TR1_1679683123,16.01,u88,GrandMaster,Malzahar,MIDDLE,0,22.783333333333335,0,0,0,0,0,0,1,0,-3,0,-9,2,9,6,0.8888888888888888,16339,9087,194,12
TR1_1679642989,16.01,u88,GrandMaster,Xerath,UTILITY,0,37.166666666666664,1,0,0,1,1,0,3,0,-2,-2,-6,8,11,15,2.090909090909091,34574,12603,76,74
TR1_1679625374,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,37.95,0,0,1,0,1,1,11,1,-4,-1,3,11,10,19,3.0,52112,18060,290,35
TR1_1679570688,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,25.266666666666666,1,0,1,1,2,1,9,2,1,1,7,1,4,19,5.0,19983,10280,219,9
TR1_1679556911,16.01,u88,GrandMaster,Viktor,MIDDLE,0,31.85,0,1,0,0,3,0,2,0,2,-2,-9,6,5,5,2.2,25550,13387,267,31
TR1_1679390454,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,37.81666666666667,0,0,1,0,4,2,9,1,2,2,3,10,11,22,2.909090909090909,70930,18388,311,47
TR1_1679373963,16.01,u88,GrandMaster,Vi,JUNGLE,0,23.45,0,1,0,0,1,0,0,0,-1,-1,-8,3,4,6,2.25,8589,8984,169,19
TR1_1679361116,16.01,u88,GrandMaster,Sejuani,JUNGLE,0,25.783333333333335,0,0,0,0,0,0,4,0,-3,-1,-6,6,3,7,4.333333333333333,14879,11086,163,23
TR1_1679337387,16.01,u88,GrandMaster,Xerath,MIDDLE,1,41.31666666666667,1,0,0,0,5,0,10,1,4,-3,2,9,6,20,4.833333333333333,49050,18137,323,32
TR1_1679317983,16.01,u88,GrandMaster,Viktor,MIDDLE,1,27.0,0,1,0,1,2,0,7,1,0,-1,3,8,3,13,7.0,30770,12573,239,24
TR1_1679309080,16.01,u88,GrandMaster,Rammus,JUNGLE,1,23.05,1,0,1,0,2,1,11,3,1,1,10,5,0,11,16.0,7272,10335,171,14
TR1_1679295649,16.01,u88,GrandMaster,Sejuani,JUNGLE,0,24.833333333333332,0,0,0,1,0,0,2,0,-3,0,-7,4,8,10,1.75,12434,10111,151,21
TR1_1679188304,16.01,u88,GrandMaster,Xerath,MIDDLE,0,33.93333333333333,0,0,1,0,1,1,4,0,-3,0,-4,4,6,5,1.5,26801,13664,289,21
TR1_1679177604,16.01,u88,GrandMaster,Xerath,MIDDLE,0,28.733333333333334,1,1,0,0,1,0,5,0,-2,-1,-3,8,6,11,3.1666666666666665,27474,12555,236,17
TR1_1679165267,16.01,u88,GrandMaster,Rammus,JUNGLE,0,31.833333333333332,1,0,0,1,1,0,3,0,-2,-1,-2,3,5,12,3.0,13806,12048,215,39
TR1_1679150374,16.01,u88,GrandMaster,Malzahar,MIDDLE,0,26.533333333333335,0,1,0,0,1,0,3,0,-2,-1,-7,3,6,9,2.0,22854,10691,234,12
TR1_1679141642,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,28.633333333333333,1,1,0,0,2,1,7,1,1,0,3,6,5,10,3.2,22835,13841,294,29
TR1_1679129724,16.01,u88,GrandMaster,Viktor,MIDDLE,1,32.81666666666667,1,0,1,0,2,2,7,1,-1,2,2,6,10,9,1.5,31116,13514,239,15
TR1_1678952079,16.01,u88,GrandMaster,Malzahar,MIDDLE,1,25.433333333333334,1,0,1,1,3,1,10,2,2,1,8,3,3,9,4.0,17700,11789,252,19
TR1_1678938308,16.01,u88,GrandMaster,MissFortune,BOTTOM,0,30.616666666666667,0,1,0,1,3,0,4,0,2,-1,-2,8,14,6,1.0,25047,14283,224,17
TR1_1678927690,16.01,u88,GrandMaster,Vi,JUNGLE,0,20.216666666666665,0,0,0,0,0,0,1,0,-3,0,-8,4,7,6,1.4285714285714286,7241,7997,120,19
TR1_1704485147,16.07,turkish taliyah,Challenger,Taliyah,BOTTOM,0,20.583333333333332,0,1,0,0,1,0,0,0,0,0,-7,3,2,1,2.0,9789,8810,215,15
TR1_1704229495,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,18.55,1,1,0,1,2,0,5,0,2,0,5,8,0,5,13.0,8690,11451,201,22
TR1_1704200531,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,28.166666666666668,1,1,1,1,4,1,11,3,4,1,9,8,1,8,16.0,18295,14882,248,38
TR1_1704058512,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,1,22.683333333333334,1,1,1,0,3,1,9,2,3,1,9,4,4,7,2.75,12459,10487,194,21
TR1_1704044992,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,0,26.2,1,1,0,0,2,0,3,0,0,-1,-6,4,7,2,0.8571428571428571,14400,10465,186,21
TR1_1704038512,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,0,19.083333333333332,0,0,0,0,0,0,0,0,-3,0,-5,3,5,2,1.0,6128,7744,146,20
TR1_1703987266,16.07,turkish taliyah,Challenger,Taliyah,TOP,0,22.783333333333335,0,1,0,0,1,0,1,0,-1,-1,-9,4,4,2,1.5,24677,10612,202,14
TR1_1703875710,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,31.233333333333334,1,0,1,1,2,2,10,2,0,2,5,8,2,19,13.5,48543,17500,275,24
TR1_1703000304,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,27.5,1,0,1,1,3,1,9,1,2,1,5,11,1,12,23.0,24622,15866,276,32
TR1_1702693760,16.07,turkish taliyah,Challenger,Aatrox,JUNGLE,0,24.7,0,1,0,0,3,0,3,0,2,-1,-7,3,7,7,1.4285714285714286,14294,9812,170,16
TR1_1702645835,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,1,32.38333333333333,0,0,1,1,2,1,8,1,-1,1,2,8,3,15,7.666666666666667,33013,15501,258,30
TR1_1702637068,16.07,turkish taliyah,Challenger,Aatrox,JUNGLE,1,26.566666666666666,1,1,1,1,4,1,7,1,4,1,3,5,2,10,7.5,14135,10948,163,28
TR1_1702614733,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,41.18333333333333,1,1,0,0,4,0,12,2,3,-2,2,10,12,7,1.4166666666666667,31623,18457,297,41
TR1_1702604980,16.07,turkish taliyah,Challenger,Taliyah,MIDDLE,1,18.916666666666668,1,1,0,1,2,0,3,0,2,0,3,2,3,7,3.0,12566,6748,123,11
TR1_1702591329,16.07,turkish taliyah,Challenger,Karthus,JUNGLE,0,29.55,1,1,0,1,3,0,4,0,2,-2,-7,5,11,8,1.1818181818181819,41027,15284,247,26
TR1_1702473425,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,30.683333333333334,0,1,1,0,3,1,7,1,1,1,3,12,6,18,5.0,36187,16506,233,17
TR1_1702454330,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,31.166666666666668,0,1,1,0,3,1,8,1,1,1,1,15,5,24,7.8,49846,19250,299,29
TR1_1702437531,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,0,31.666666666666668,1,1,0,0,1,0,2,0,-1,-2,-7,8,10,7,1.5,26025,16389,249,30
TR1_1702418201,16.07,turkish taliyah,Challenger,Aatrox,TOP,0,33.416666666666664,0,0,0,1,2,0,3,0,-1,-1,-4,2,4,8,2.5,24788,13057,275,53
TR1_1702352775,16.07,turkish taliyah,Challenger,Aatrox,JUNGLE,1,29.9,1,1,1,1,4,1,6,1,3,1,3,8,3,12,6.666666666666667,24016,15847,245,19
TR1_1702345838,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,24.033333333333335,0,1,1,1,2,1,5,1,1,1,3,5,5,18,4.6,19330,12507,191,24
TR1_1702339199,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,0,25.216666666666665,0,1,0,0,2,0,1,0,1,-1,-8,2,5,3,1.0,18613,8681,178,17
TR1_1702177100,16.07,turkish taliyah,Challenger,Ambessa,JUNGLE,1,15.183333333333334,1,1,0,0,2,0,2,0,2,0,2,3,1,10,13.0,10913,7330,125,8
TR1_1702149688,16.07,turkish taliyah,Challenger,Hwei,BOTTOM,0,35.21666666666667,0,1,0,0,1,0,1,0,-4,-3,-6,6,9,13,2.111111111111111,29505,15624,243,24
TR1_1702141439,16.07,turkish taliyah,Challenger,DrMundo,JUNGLE,0,23.7,0,0,0,0,0,0,1,0,-4,-1,-8,1,2,10,5.5,14226,9227,176,16
TR1_1702130049,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,24.433333333333334,1,0,1,1,2,1,10,2,1,1,9,5,1,10,15.0,19694,12049,215,29
TR1_1702086637,16.07,turkish taliyah,Challenger,Taliyah,JUNGLE,1,29.55,1,0,1,0,3,1,9,2,2,1,1,8,4,13,5.25,22693,14895,270,26
TR1_1701776062,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,30.183333333333334,0,0,0,1,2,0,3,0,-1,-1,-7,7,2,11,9.0,32175,15628,314,37
TR1_1701688423,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,30.866666666666667,0,0,1,0,2,1,8,2,0,1,5,4,1,8,12.0,18819,14158,293,34
TR1_1701581859,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,23.05,1,0,1,1,2,1,9,1,1,1,7,7,3,10,5.666666666666667,16096,12863,229,18
TR1_1701452382,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,26.816666666666666,0,0,1,1,1,1,7,1,-1,1,3,9,3,12,7.0,19081,13768,202,31
TR1_1701437549,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,35.333333333333336,0,1,1,0,4,2,11,3,3,2,7,17,5,13,6.0,46785,21567,340,47
TR1_1701388008,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,30.933333333333334,0,1,0,0,4,1,10,2,4,0,5,3,4,14,4.25,11422,12803,221,32
TR1_1701374252,16.06,turkish taliyah,Challenger,Aatrox,JUNGLE,0,27.933333333333334,0,0,0,1,1,0,2,0,-2,-1,-9,4,4,2,1.5,11475,10878,214,16
TR1_1701367504,16.06,turkish taliyah,Challenger,Taliyah,TOP,0,15.583333333333334,0,1,0,0,2,0,0,0,2,0,-4,3,1,2,5.0,9150,6530,127,9
TR1_1701351545,16.06,turkish taliyah,Challenger,JarvanIV,JUNGLE,0,28.133333333333333,0,1,0,0,1,0,1,0,-3,-1,-10,2,10,4,0.6,9925,10112,187,16
TR1_1701334754,16.06,turkish taliyah,Challenger,Aatrox,JUNGLE,1,26.433333333333334,0,0,1,1,1,1,7,1,-1,1,4,10,2,10,10.0,28049,14754,212,24
TR1_1701307188,16.06,turkish taliyah,Challenger,Ambessa,JUNGLE,1,35.233333333333334,0,1,0,0,2,0,7,1,-2,-2,0,2,9,14,1.7777777777777777,29221,13274,235,27
TR1_1701289544,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,0,27.65,0,1,0,1,2,0,2,0,1,-1,-7,2,6,8,1.6666666666666667,17188,11035,218,28
TR1_1701277153,16.06,turkish taliyah,Challenger,Zaahen,JUNGLE,0,24.6,0,1,0,0,1,0,1,0,-1,-1,-6,2,5,5,1.4,15324,9252,190,23
TR1_1701266033,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,27.866666666666667,0,0,1,0,1,1,7,1,-2,1,2,10,5,11,4.2,27264,15212,197,18
TR1_1701251843,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,29.1,0,0,0,1,0,0,2,0,-4,0,-8,4,5,8,2.4,22208,12799,230,31
TR1_1701242710,16.06,turkish taliyah,Challenger,Ambessa,JUNGLE,0,19.9,0,0,0,0,0,0,0,0,-2,0,-4,2,5,0,0.4,10472,7082,133,10
TR1_1701238498,16.06,turkish taliyah,Challenger,Taliyah,MIDDLE,0,1.2666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,614,678,0,0
TR1_1701210855,16.06,turkish taliyah,Challenger,Karma,UTILITY,1,36.3,0,1,0,0,1,1,7,1,-2,0,-1,1,10,21,2.2,13018,10758,19,85
TR1_1701201263,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,28.133333333333333,1,0,1,1,3,1,8,1,2,1,6,5,2,21,13.0,32242,14576,258,42
TR1_1701137273,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,21.683333333333334,1,1,1,1,3,1,5,0,3,1,4,8,1,8,16.0,17060,13489,235,27
TR1_1701127623,16.06,turkish taliyah,Challenger,DrMundo,TOP,0,35.9,1,0,0,1,2,1,11,4,-1,0,4,0,9,4,0.4444444444444444,32242,15483,304,26
TR1_1701122335,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,1,32.083333333333336,0,0,1,0,2,2,7,2,-1,2,2,5,7,19,3.4285714285714284,39357,14914,232,35
TR1_1701016944,16.06,turkish taliyah,Challenger,Ambessa,JUNGLE,1,31.266666666666666,0,0,0,0,1,0,7,1,-1,-1,2,5,6,13,3.0,40057,15398,265,21
TR1_1700998436,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,24.333333333333332,0,0,0,0,0,0,0,0,-3,-1,-10,5,5,7,2.4,24763,11144,192,20
TR1_1700984521,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,26.9,0,1,1,0,3,1,9,1,3,1,8,18,4,10,7.0,38412,18369,264,21
TR1_1700883662,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,0,21.8,0,1,0,0,2,0,1,0,1,0,-8,2,5,3,1.0,8366,8581,175,14
TR1_1700819038,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,34.5,1,1,0,1,4,0,10,4,4,-1,7,16,3,6,7.333333333333333,35925,20067,333,41
TR1_1700810841,16.06,turkish taliyah,Challenger,Taliyah,BOTTOM,0,23.916666666666668,0,0,0,0,0,0,1,0,-3,-1,-10,0,5,10,2.0,15830,9679,190,12
TR1_1700749327,16.06,turkish taliyah,Challenger,Hecarim,JUNGLE,1,37.833333333333336,1,1,1,1,5,2,9,2,4,2,3,16,4,13,7.25,58898,21954,345,23
TR1_1700732998,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,15.4,1,1,0,0,1,0,3,0,1,0,3,2,1,8,10.0,7589,7054,134,12
TR1_1700706708,16.06,turkish taliyah,Challenger,Taliyah,MIDDLE,1,33.733333333333334,0,1,0,0,2,1,6,1,-1,0,0,8,4,11,4.75,35554,14798,272,17
TR1_1700689141,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,23.333333333333332,0,1,1,1,3,1,7,1,3,1,4,14,2,9,11.5,23673,15218,243,24
TR1_1700671040,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,30.983333333333334,1,0,1,1,1,1,11,2,-2,1,7,5,8,12,2.125,31391,13792,226,27
TR1_1700657032,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,1,25.916666666666668,1,0,1,0,2,1,11,3,0,1,9,5,4,11,4.0,13766,12718,226,18
TR1_1700638251,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,23.3,0,0,0,0,0,0,3,0,-2,-1,-8,2,7,3,0.7142857142857143,8880,8937,154,22
TR1_1700620175,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,27.5,0,0,1,1,2,1,8,1,0,1,3,9,2,10,9.5,19176,16232,268,22
TR1_1700605662,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,36.0,1,1,1,1,3,2,9,1,0,2,5,8,7,13,3.0,33668,17758,332,50
TR1_1700594618,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,38.35,1,0,1,0,4,1,7,1,2,-1,-1,9,6,17,4.333333333333333,46944,19061,347,32
TR1_1700581801,16.06,turkish taliyah,Challenger,Hecarim,JUNGLE,0,23.483333333333334,1,1,0,1,2,0,2,0,0,-1,-7,1,4,1,0.5,5251,8890,211,20
TR1_1700571068,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,34.46666666666667,0,0,0,0,2,0,5,0,-1,-2,-6,10,8,12,2.75,50184,17774,320,38
TR1_1700442041,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,31.783333333333335,1,1,0,0,1,0,3,0,-3,-2,-6,7,7,3,1.4285714285714286,21685,13768,222,33
TR1_1700425745,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,0,25.716666666666665,0,0,0,0,0,0,3,0,-4,-1,-6,3,8,8,1.375,18359,10752,194,23
TR1_1700411928,16.06,turkish taliyah,Challenger,DrMundo,MIDDLE,1,27.633333333333333,1,0,1,0,2,1,10,3,1,1,8,1,4,10,2.75,23911,11884,232,13
TR1_1700403741,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,32.8,0,0,0,0,2,0,7,1,-1,0,4,11,3,9,6.666666666666667,31628,18108,321,49
TR1_1700393955,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,26.066666666666666,0,0,0,0,2,0,2,0,0,-1,-6,4,8,6,1.25,19627,11361,206,19
TR1_1699996815,16.06,turkish taliyah,Challenger,DrMundo,JUNGLE,1,23.116666666666667,1,1,0,1,4,0,10,1,4,0,9,5,1,9,14.0,14949,10638,171,21
TR1_1699974098,16.06,turkish taliyah,Challenger,Zyra,JUNGLE,1,36.88333333333333,1,1,1,1,2,2,10,4,-1,1,6,5,5,4,1.8,23013,15880,296,41
TR1_1699961026,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,0,32.583333333333336,1,0,0,1,2,0,7,1,0,-2,0,5,10,8,1.3,18081,14342,259,21
TR1_1699591815,16.06,turkish taliyah,Challenger,Taliyah,JUNGLE,1,29.0,0,1,0,0,4,0,7,1,3,-1,1,5,5,13,3.6,29430,15266,252,42
TR1_1697936395,16.05,turkish taliyah,Challenger,Taliyah,JUNGLE,1,18.583333333333332,1,0,0,1,2,0,3,0,1,0,3,7,0,7,14.0,13403,11457,199,21
TR1_1697733152,16.05,turkish taliyah,Challenger,Taliyah,JUNGLE,0,24.15,0,0,0,0,1,0,1,0,-1,-1,-6,4,10,6,1.0,7553,10399,161,17
TR1_1697704145,16.05,turkish taliyah,Challenger,Karthus,JUNGLE,0,25.7,0,0,0,0,0,0,2,0,-3,-1,-7,5,10,7,1.2,33752,12068,186,20
TR1_1697692691,16.05,turkish taliyah,Challenger,Taliyah,JUNGLE,1,27.65,0,0,0,1,0,0,7,1,-3,-1,2,8,6,4,2.0,25783,13247,202,32
TR1_1697689256,16.05,turkish taliyah,Challenger,Zyra,JUNGLE,0,15.483333333333333,0,0,0,0,0,0,0,0,-1,0,-2,2,4,2,1.0,7480,6257,105,15
TR1_1697678374,16.05,turkish taliyah,Challenger,Taliyah,JUNGLE,1,22.7,1,0,1,1,1,1,8,1,-1,1,6,6,2,10,8.0,15958,12026,207,17
TR1_1697664522,16.05,turkish taliyah,Challenger,DrMundo,JUNGLE,0,31.066666666666666,0,0,0,1,1,0,5,0,-2,-2,-4,8,6,13,3.5,25515,14955,266,44
TR1_1697647375,16.05,turkish taliyah,Challenger,Taliyah,UTILITY,1,20.716666666666665,1,1,0,1,3,0,9,2,3,0,7,4,2,14,9.0,10435,8701,35,48
TR1_1697300489,16.05,turkish taliyah,Challenger,Taliyah,JUNGLE,1,23.883333333333333,1,1,1,1,2,1,11,3,2,1,11,6,1,8,14.0,14029,12880,236,26
